created_at,full_text,username
Wed May 29 21:23:17 +0000 2024,@ARSIPAJA Bagus tu bisa merangkap pekerjaan kominfo sama blokir judol judol sama pinjol ilegal tu pak hehe,riskskyy
Thu May 30 01:32:17 +0000 2024,@ARSIPAJA Beli gas kayak daftar pinjol ,winauto26
Wed May 29 11:16:53 +0000 2024,@ARSIPAJA cc pinjol ilegal judol sama open BO Michat ,2dibukaB
Sun May 26 07:40:07 +0000 2024,@ARSIPAJA ga kaget spesialis bokep mana main ngurusi pinjol,PehJanOke
Wed May 29 02:50:19 +0000 2024,@ARSIPAJA GAJI 100% Listrik 12% BBM 10% Tapera 3% cicilan pinjol 20% Pay later 10% Bank plecit 10% Cicilan BRI 10% Cicilan motor 10% KPR 12% Tenang gaeiss masih ada SISA 3% buat kita makan OK OK GASSSSS,xxxaryadi
Wed May 29 02:53:16 +0000 2024,@ARSIPAJA gilaaa gillaaa edan ini mah smua pada siap naik,hapuskanpinjol
Mon May 27 12:42:52 +0000 2024,@ARSIPAJA Kenapa gak berantas pinjol ilegal? Pasti gampang bagi kominfo,xrufux
Wed May 29 14:44:13 +0000 2024,@ARSIPAJA Lalu mengapa situs judi online dan pinjol ilegal masih bertebaran dimana²? Kok g diblokir?,prilempril
Thu May 30 09:15:45 +0000 2024,@ARSIPAJA Sama kayak punya outfit keren tapi belinya dari uang pinjol.,Amanogawa96
Mon May 27 12:17:44 +0000 2024,@ARSIPAJA Telegram tuh banyak bagus daripada jeleknya. Yang jelas jelas merugikan itu apk pinjol sama apk judi,manajemen_cinta
Thu May 30 09:45:29 +0000 2024,@ARSIPAJA Urusin tuh pinjol dan data penipuan. Gilak ya ,_fAurora
Wed May 29 12:29:05 +0000 2024,@ARSIPAJA welehhh weleh... Kalo putus semua akses jaringan JUDOL dan PINJOL kira kira kapan yaaaa ???,01_FarizAD
Sun May 26 10:30:39 +0000 2024,@Astrolinguistic @mariwpossa Utang dimana reason ambil pinjaman apa &amp; estimasi slsai hutang dgn pnghasilannya make sense ya jg perlu di pertimbangin sih. Tp kl pinjol + karna judol ya sekip sih ,mchlrs_
Thu May 30 11:54:45 +0000 2024,@ateIophobi Besok gue ngasih tagihan pinjol deh.,kalbulus
Sun May 26 06:51:00 +0000 2024,@aupican Promo menggiurkan limit gede siapa yang gak kepengen foya2? Bayarnya? Alah bisa pinjol lagi,kazekage_007
Thu May 30 08:36:22 +0000 2024,@awasbaperrr_ Satu pertanyaan suka pinjol atau judi online ga?,yansuaditama
Tue May 28 07:36:18 +0000 2024,@Aya_tayya Pinjol mngkn ,Newbie2451
Tue May 28 12:56:46 +0000 2024,@ayehuasca -1 korban kelilit pinjol karna judi slot,komunish
Mon May 27 07:55:38 +0000 2024,@aysyaO5 @discountfess Gausah mahal bjir,rebibillyhills
Sun May 26 05:50:02 +0000 2024,@b3b3t_ @Maheswwarii @sbyfess Pdhl bisa dr pinjol/utang dimana2 abis nikah ikut nanggung deh,bknakunbodong_
Thu May 30 09:48:53 +0000 2024,@BabehAldoAje135 gak kapok2 ya netizen sebar hoax udah berapa org kalian tuduh dari mulai kedua anak mantan bupati anak polisi skrg anak luar kota doyan bgt nuduh2 org tanpa bukti https://t.co/nBm92iRqD4,hapuskanpinjol
Wed May 29 02:32:02 +0000 2024,@babisapiku Aku jg sering gitu padahal gak pernah pake apk pinjol ,Labirin_boy
Tue May 28 04:24:39 +0000 2024,@babisapiku asuransi kartu kredit kalau gak gitu ya nawari pinjol/kredit yang telphone.,buahnagaorange
Tue May 28 08:41:27 +0000 2024,@babisapiku Cek get contact itu mereka semua mau modus penipuan atau gak tawaran pinjol,sex_ophonist
Tue May 28 08:37:32 +0000 2024,@babisapiku Kamu kayanya dijadiin emergency contact pinjol,unlit_era
Tue May 28 03:27:28 +0000 2024,@babisapiku kamu pinjol,tororota
Sun May 26 15:48:17 +0000 2024,@Babunyachloe @Miduk17 Yaudah jin nya aja di BAP trus bersaksi di pengadilan. Pantesan orang sini bnykan kena judol atau pinjol...,congor_rujak
Mon May 27 12:43:18 +0000 2024,@babychwangkyu @hujanrainamebi @pororay @MataHaeRi wkwkwk biasanya kalo abis digibahin gini suka lewat oknumnya kayak iklan pinjol di game ,dongdonghaedong
Thu May 30 00:40:32 +0000 2024,@bacottetangga_ Guru sibuk urusan administrasi dan tagihan pinjol,arenanesia
Wed May 29 23:52:10 +0000 2024,@bacottetangga_ Jaket kuning punya masalah apa si???? Abis ditagih pinjol kali ya,DaniSuward91892
Thu May 30 05:22:31 +0000 2024,@bacottetangga_ Oknum stress tuh dikejar pinjol kayaknya,biubalitour
Thu May 30 10:42:00 +0000 2024,@bacottetangga_ Trus segede gaban kagak liat apa mikirin pinjol,PanjiKetawang99
Wed May 29 01:36:22 +0000 2024,@baeyiy Ih kok kamu tau bae??? kamu suka ikutin aku yah? kamu stalker aku yah?! aku nanyain nomor buat pinjol aja sih dd,seungmtin
Wed May 29 01:41:34 +0000 2024,@Bang_Muun @sarrpuuut Jawbannya sama mas om knp judol pinjol masih seliweran diyuridiksi internet indonesia gbs nol berantas??..yg krn yg atur yg pny akses..negara sm rekananannya si bandar2 pinjol dan judol..nangkep kroco gada itungan 24h bisa tp nangkap kreator gbs itu aja ud jawaban mas om,arkhamclinic
Thu May 30 01:23:33 +0000 2024,@bangmaha_art @A_HANAN__ @Miduk17 @kikysaputrii Pak jokowi udah tau tabiatnya orang Indonesia CO Shopee pake paylater punya puluhan tagihan pinjol flexing sana sini maaf ya kalo lo ke singgung‍ mental miskin kayak gini harus ditumpas walaupun dengan cara pemaksaan,Thecuan4
Thu May 30 01:33:24 +0000 2024,@bangmaha_art @A_HANAN__ @Miduk17 @kikysaputrii SOURCE : CNBC INDONESIA https://t.co/BVXXy9Y5i7 Sangat bekerja keras ya saudara saudara sampe sampe relain ngutang ke pinjol buat hal ini https://t.co/neVNyzP9wu,Thecuan4
Wed May 29 10:28:18 +0000 2024,@banjarbase Belum begawi jgn nekat pinjol nder ai susah nanti km nya. Bepadah jujur lwan kuitan tentang kondisi mu atau bulik ja daripada terjebak pinjol,erainidi
Wed May 29 03:20:01 +0000 2024,@banjarbase Imbah ikam cair duit pinjol kda usah bayar kos dulu bawa menyelot ja nder ae kalo gacor ,berau07
Tue May 28 14:42:11 +0000 2024,@banjarbase kd begawi hndk pinjol tambahnya ai stress,howtosleepppp
Tue May 28 23:16:41 +0000 2024,@banjarbase mana ada yg nama nya pinjol tu aman ,cokicokixyz
Tue May 28 23:11:38 +0000 2024,@banjarbase Pinjol kdd yg aman bgl. Maginnya km kd bgwe hndk mmbyar pakai apa mana bebung ha pulang. Baik bulik ja dlu wdh kuitan atau kd bpdh kekuitan dlu pinjam duit.,Cupcakematcha21
Tue May 28 14:36:12 +0000 2024,@banjarbase pinjol kl gaada pendapatan tetap malah lebih beresiko kd si njir,veuxdisparaitre
Wed May 29 00:06:07 +0000 2024,@banjarbase tak ada pinjol yang aman wahai sahabat,kahfmus
Wed May 29 12:59:09 +0000 2024,@BaseBDG Bnyak kasus mah itu pinjol yg tf nanti bkal ada yg nangih tpi pake bunga lewat telpon,Firman_Huda29
Mon May 27 12:11:19 +0000 2024,@BaseBDG Kalau mau rame notif mending minjem ke pinjol terus kabur gausah bayar,SaltedEggChickn
Wed May 29 14:09:16 +0000 2024,@BaseBDG Nder Itu mau nipu kamu Nanti ada yg telpon bilang salah kirim minta transfer balik. Tau2 kamu kena utang pinjol Hubungin bank langsung aja nder Lagi musim itu baca ini... https://t.co/W4VcpCtrQ5,cyberneticszone
Sun May 26 16:56:39 +0000 2024,@bayu_joo Ga diangkat si bang klo gw soalny pinjol semua. Nomor gw dijdiin tumbal anj,rosmalasari86
Thu May 30 02:17:22 +0000 2024,@bbalerina_ @tanyakanrl Ga semua orang mampu kak buat gonta ganti hp Indon Society: *beli iPhone terbaru ampe ngutang ama temen/ sodara/ tetangga atau pake pinjol/ paylater* Understandable have a good day ,HiroPark5552
Mon May 27 11:41:28 +0000 2024,@beeebuz jangan dipake dan misal ada yang wa minta dipulangin juga jangan kaa mending lapor cs bank soalnya takut kayak yang pinjol pinjol gitu nnti km disuru bayarr,illusonea
Sat May 25 16:40:58 +0000 2024,@beomnisme WKWKWKW ngeri dijadiin pinjol,pawwpkinhoney
Wed May 29 00:46:49 +0000 2024,@berapa_kosong @tanyakanrl gk koyok pinjol ae ngespam2,charlotezzh
Wed May 29 09:16:36 +0000 2024,@BERAXnews @yunajaaa Emang mas jawa suka pada pinjol ya?,ami0dar0ne
Wed May 29 14:28:06 +0000 2024,@betelgseuse NTAR DIJADIIN PINJOL,wntrcode
Sun May 26 09:43:02 +0000 2024,@bhbhhvvcfff holaaaa bisa chat tele di bio yaa,angelalodies
Wed May 29 10:49:06 +0000 2024,@BIGwingatgosipo @Kemdikbud_RI @jokowi @prabowo Semoga dapet rejeki yg cukup kak di tempat baru ,SamaPinjol
Tue May 28 14:58:19 +0000 2024,@bimblebab BERBURU PINJOL KAMU YAAA ABANG TOYIB,moonstarsvv
Mon May 27 18:04:23 +0000 2024,@Bitcoin2Earn @agus2ahyudi @kamto_adi Ya terus uang pinjolnya habis dipake buat apa??? Dipinjol gak ada istilah deposit Kalau pinjolnya cair dan dipake ya dianggap gak ada masalah Lagian kalau udah tenor 6 bulan itu bukan pinjaman pertama Kalau gak ngerasa pinjam ya tinggal hubungi pinjol buat dibalikin,Kaladium10
Tue May 28 04:19:07 +0000 2024,@bknathaya langsung pinjem id buat Pinjol juga normal nder,rzlhmdfz
Tue May 28 14:45:15 +0000 2024,@bknathaya Yg gk normal klo first date diajak lunasin cicilan pinjol,adedrmawan
Wed May 29 12:00:24 +0000 2024,@blackshark7890 Boleh tahaaan. . .Agak Lain Level pegawai PU yg konon lahan basah aja ngeluh pake JANCUK2AN Gak kebayangkan yg dibawah Naungan Nadiem yg Konon MAYORITAS TERJERAT PINJOL O K E G A S. . . . .,Faraz_kepri
Mon May 27 06:55:05 +0000 2024,@blueeyysk Iya kan. Dulu narik duit di pinjol rasanya gampang banget. Sekarang kek susah gitu wkwkwk,wayoffree_
Thu May 30 16:03:01 +0000 2024,@bob0lboy tar bwt pinjol,sexccss
Tue May 28 14:58:25 +0000 2024,@Boediantar4 Memang beda kelas mahasiswa yang tidak terpapar pinjol dan game online.,muthijairoi
Thu May 30 06:17:50 +0000 2024,@Boediantar4 Udah di pake pengelola pinjol,jjjarid
Thu May 30 16:56:25 +0000 2024,@BoJackTON @ton_blockchain 0xb824081d3984f08df13cf65688a01e6b06cfd101 #TON $TON,hokimpet
Mon May 27 13:47:08 +0000 2024,@born2rep Pinjol aja,juuuzth
Thu May 30 11:53:46 +0000 2024,@budakteyvats Kalo lewat online sebaiknya dihindari kecuali tatap muka secara langsung sama dcnya. Kmrn ada kasus yg kaya gini jg tp pinjaman sopi pinjamannya ga berkurang kena tipu,Aria_Consultant
Wed May 29 05:29:43 +0000 2024,@BudiBukanIntel Pajak dimana-mana kredit bunga besar rakyat bawah kena pinjol dan judol kelas menengah kena kenaikan ukt manufaktur kena palak ormas komoditi ga kompetitif dan ultimatenya neraca dagang minus. Selesai tuh Indonesia,aaryasatyaa
Mon May 27 01:29:26 +0000 2024,@bungajourn_ iya cc ak kmrn slh telbay lama krn stress sm yg pinjol ternyata salah ya huhu bln ini ak mau beresin cc dl,summersnow90
Thu May 30 09:21:34 +0000 2024,@buzzerwoodz tidak apa-apa pinjol yang penting ayo larisin tiketku yang mahal gak ngotak ini ,haaanchooo
Sun May 26 04:01:41 +0000 2024,@byecnwseok Gk keliru syarat pinjol kan?,Jungktok
Mon May 27 21:32:24 +0000 2024,@Byun_Baconie done ya kak,Cuddlep1e
Mon May 27 12:20:26 +0000 2024,@c0zzjy Pinjem ktp buat pinjol,dnslsmng
Tue May 28 01:35:07 +0000 2024,@Caimfu @ssefnum Lah bukannya elu minjem KTP gua buat pinjol?,atarajxia
Tue May 28 03:29:26 +0000 2024,@cairdinal udh gue sebar ke grup pinjol,kaneishira
Mon May 27 10:49:14 +0000 2024,@cancergrllllll Tiba² telpon ternyata nawarin pinjol,sukoku_
Tue May 28 06:03:26 +0000 2024,@capeasli1 Seiring waktu terornya pasti berangsur sepi kak kecuali di tanggal tertentu. Tapi hati-hati petugas lapangan langsung dateng,Aria_Consultant
Tue May 28 10:37:44 +0000 2024,@capekmikiranjg @junoaggy Ga juga.. pisah ya pisah aja jika memang sepakat berapapun nilainya.. krn prenup jg untuk pisah hutang.. Ya kalo2 pasangannya jatuh ke pinjol buat judol Lu ga keseret kebodohannya..,anggrallya_
Wed May 29 00:35:11 +0000 2024,@caratstalk SENDER LU ORGILL!!! kalo pengangguran trus ortu lu orkay gapapa lah ada yang jamin biayanya jangan sampe lu pinjol NIPU nyolong duit yeee awas aja luuu!!! kalo liat di sosmed pasti pengen bangett yaa liat orang2 pada ke korea tapi NGACA nderr sama kemampuan JANGAN MAKSA:),xylanasenzyme
Wed May 29 00:41:30 +0000 2024,@caratstalk sender nih keknya tipe2 yang nekat dan gak pikir panjang yahh gue cuma mau peringatin sender ya lu jangan sampe karena BU trus kepikiran nipu pinjol ato nyolong duit orang AWAS AJA LU PAKE DUIT HARAM BUAT NONTON CARATLAND SEMOGA MASUK NERAKA JAHANAM LU NDERR,xylanasenzyme
Wed May 29 09:02:57 +0000 2024,@carmineplum Wkwkkw pedagangnya keknya lagi kejeray pinjol,dulceylatte
Wed May 29 05:42:29 +0000 2024,@catchmeupco Banyak lho yg pengen punya rumah tapi kena bi checking karena pinjol &amp; sering ngurus konsumen akhirnya gagal acc bank. Klo tetep dipotong brarti akses beli rumah / renov rumah jg ga bisa dipake alhasil cmn nabung ga jelas aja bisa diambil atau ga.,purertra89
Wed May 29 15:56:31 +0000 2024,@catchmeupco Rakyat lagi BU larinya ke pinjol negara lagi BU larinya ke... Fix pindah negara.,adjay73
Mon May 27 12:08:17 +0000 2024,@catuaries Terus bagian belakang sudah dicicil ini bagian pinjol apa yak?,BimoTjontong
Mon May 27 12:19:31 +0000 2024,@Cengkonek2 @echoPiR @TirtoID Kerjanya main slot modalnya dr pinjol hiburan nya apk ijo. Kl udah buntu nge begal. Cocok lah itu makin hancur generasi.,cuanforever
Tue May 28 11:52:35 +0000 2024,@ch_chotimah2 @jokowi Melebihi pinjol,Kahidar48
Mon May 27 02:27:08 +0000 2024,@chachanieyy Itu pusatnya ka,Aria_Consultant
Thu May 30 06:19:43 +0000 2024,@ChancerAISA IHH LUCU BANGET. Kayak mba mba yakult. Janji gak dipake buat pinjol? https://t.co/kyMhFPEBG5,ChancerKARINA
Thu May 30 06:22:44 +0000 2024,@ChancerJAEYUN Haaa nomor kamu yang mana? Aku udah ganti nomor abis diteror sama abang pinjol,ChancerKARINA
Thu May 30 08:45:08 +0000 2024,@ChancerKARINA Haaa.. yang belakangnya 22 kak coba deh cek dulu. Kok bisa kena teror abang pinjol?,ChancerJAEYUN
Wed May 29 01:41:10 +0000 2024,@chefbane1 Harusnya sesuai pendapatan Chef percuma nabung tapi untuk kebutuhan harian harus berurusan dengan PINJOL ,Bosowa_BQ
Wed May 29 10:39:23 +0000 2024,@ChikazukiVT Hmm iya sih cuman ak bkn vtubir wkwk gpp hrsnya. Kudel saja tpi takot didatenginn pinjol thankyou chika udh ngingetin ,aetherchannel_
Wed May 29 07:51:43 +0000 2024,@chiqui_a berarti nyari yang BU korban pinjol / judol,asmurcom
Sun May 26 05:30:00 +0000 2024,@ChocoPieee12 Tanggal-tanggal gajian penagihan jadi lebih intens,Aria_Consultant
Mon May 27 18:05:53 +0000 2024,@cingreborn lapar cing,solpinmu
Wed May 29 14:04:06 +0000 2024,@cinnafonie semangat semangat,angelalodies
Mon May 27 11:19:23 +0000 2024,@cithetic lagi ngelas,Rnggaarelja
Tue May 28 01:27:36 +0000 2024,@cithetic Powebank ama dompet ktp Tiba² kalau kekurangan uang langsung tembus pinjol,SamoyedCatMA
Wed May 29 13:35:02 +0000 2024,@cithetic zodiaknya,hyperleooo
Wed May 29 02:36:57 +0000 2024,@CNNIndonesia Bayar pinjol aja nunggak krn gaji gak mencukupi...ini malah mau diambil negara lagi...,YungKenReds
Wed May 29 06:05:01 +0000 2024,@CNNIndonesia berita terkait UKT telah meramaikan media sekitar lebih dari sebulan sptnya berita mahasiswa ITB &amp; UKT pinjol yg pertama singgung UKT sekitar 2 bulan lalu begitu ?,a_doni95
Wed May 29 01:54:12 +0000 2024,@CNNIndonesia Bisa dong buat pejabat... Lu rakyat remeh temeh pinjol aja udah ,Balistta
Thu May 30 11:04:25 +0000 2024,@CNNIndonesia Di awal niat nya baik gimana cara nya Rakyat punya Rumah. Tapi cara nya yang salah total. Tips rakyat punya Rumah : wujudkan kesejahteraan sediakan perumahan terjangkau dan bermutu wajibkan menabung Larang Pinjol Judol dan Paylater..,kasamago
Mon May 27 21:10:54 +0000 2024,@CNNIndonesia Hadeh. Malah pinjol juga,ZULKARNAEN34022
Thu May 30 11:44:28 +0000 2024,@CNNIndonesia ingat kebalikannya yaa lagi banyak isu yg sangat sensitif klo kasus ini mah biarkan berlarut2 agar rakyat tidak ada yg sadar dgn kebijakan2 yg nanti akan di kluarkan oleh pemerintah dan DPR serta MA,hapuskanpinjol
Wed May 29 06:24:07 +0000 2024,@CNNIndonesia kan ada - konvoi - karnaval - activities shows di berbagai gedung perkantoran ruang publik sebagian yg terjerat pinjol berpotensi memiliki bakat jadi badut begitu ?,a_doni95
Mon May 27 19:27:35 +0000 2024,@CNNIndonesia Malu lah bawa² nama Generasi Terbaik kl urusannya urusan perasaan melulu! Krn ngga ada yg nyakiti fisiknya kan?! Kebetulan cemen penting bgt bela pujian diri...jadilah bahasannya MENYAKITI! Coba urus anggota²mu yg TERDAMPAK pinjol &amp; judol tuh! Sekitar cabang² kelian aja lah!,fromkaanwithlov
Mon May 27 22:30:24 +0000 2024,@CNNIndonesia Menurut perintah test driver kenaikan dibatalkan..... Banyak penolakan. Demi adik mahasiswa sudah ada pinjol tik-tok game online akan mendampingi utk kegiatan belajar supaya tidak merecoki pemerintah. Terimakasih juga pelajar SMA yg mendukung keberhasilan mendukung pemilu.,D88898Darmadi
Wed May 29 05:48:00 +0000 2024,@CNNIndonesia prajurit TNI harus orientasi dulu sebelum menjabat di kementrian/lembaga karena kini ada judi online pinjol jika Perwira tinggi terjerat judi online pinjol dibebankan ke negara kemungkinan bandar judi online/pinjol dpt konsesi besar atas virgin oil reservoir di RI betul?,a_doni95
Mon May 27 13:15:11 +0000 2024,@CNNIndonesia Sedikit masukan 1. Hapus dan larang semua aplikasi pinjaman online 2. Hapus dan larang semua credits Secara gak langsung 2 hal ini yang buat masyarakat terjebak dalam krisis finansial yang tiada ujung.,pandutrihartnto
Tue May 28 03:11:21 +0000 2024,@CNNIndonesia Sungguh luar biasa. Nyicil hutang dengan hutang baru mirip pinjol. Betul kan @prastow ?,yanpanjie
Wed May 29 15:09:39 +0000 2024,@CNNIndonesia Tapi jangan dipaksa dong Pak. Berat. Bapak kan tahu potongan wajib gaji karyawan mulai dari BP Jamsostek BPJS Kesehatan dll. Cicilan motor? Pinjaman online buat SPP anak sekolah? Biaya hidup dan pajak2? Lalu ada Tapera lagi. Bisa2 pulang bawa buku tabungan doang. Berani pulang?,CakSabri1
Tue May 28 18:28:09 +0000 2024,@CNNIndonesia Warganya hobi pinjol pemerintahnya hobi ngutang lengkap sudah,kodok_ngorek3
Thu May 30 17:57:26 +0000 2024,@cockttail mw ngajuin pinjol doang,heyyayoww
Sun May 26 09:13:32 +0000 2024,@Cocopandan212 @kegblgnunfaedh sama itu juga hoax asal nyomot dari foto dan di kait2kan jgn terlalu percaya dgn apa yg ada di media sosial sudah banyak hoax di buat org yg tidak bertanggung jwab,hapuskanpinjol
Tue May 28 12:36:47 +0000 2024,@coffebit nyileh pinjol ng bank thitil,dd14n
Sun May 26 05:23:23 +0000 2024,@coinvestasi Sekalian Pinjol,dwisetyawan13
Tue May 28 15:45:41 +0000 2024,@collegemenfess lagi cosplay admin pinjol alias nyari responden ngechat orang2,Whtudo1
Sun May 26 12:20:44 +0000 2024,@collegemenfess Lagiii sebar kuisioner tp masi kurang responden yu gys bantu akuuu syaratnya mahasiswa kelas karyawan + pernah / pengguna pinjol yg mau barter jg bole,spillombb
Thu May 30 16:21:46 +0000 2024,@CommuterLine @DiddontCool Udah gitu rata2 iklannya pinjol ‍,fffbbyyy
Tue May 28 11:13:02 +0000 2024,@comospines Lu liat akun gue kayak pinjol gak?,asterismosz
Tue May 28 10:51:57 +0000 2024,@comospines SIAPA YANG AKUN PINJOL JIR?,asterismosz
Sun May 26 07:51:32 +0000 2024,@convomf bayarpun gpp deh nanti ak pinjol,cryaftermath
Thu May 30 02:30:47 +0000 2024,@convomf Dia juga ilfeel ama lu kali blm jd pacar dah minjem duit jgn2 pas pacaran minjem indentitas pinjol,dorajisung
Wed May 29 00:56:59 +0000 2024,@convomf ini fakta.. yg suka dangdut persentaSe terlibat judol.pinjol nya lbh besar,greenmignonette
Wed May 29 10:02:52 +0000 2024,@convomf Karena kita lagi di kantor atau tempat kerja. bukan pengangguran manja kayak kamu yang ujungnya kejebak pinjol.,tamtamsamsam
Wed May 29 05:36:29 +0000 2024,@convomfs Apasih anjir emg dia ga punya orang tua? Suruh pinjol aja kalo gapunya saudara/temen,eeenjeeelii
Sun May 26 03:15:37 +0000 2024,@convomfs asal ngga modus pinjol mau ajh,creeperxzelllll
Mon May 27 11:59:03 +0000 2024,@convomfs Bagus buat yg ga punya. Buat yg punya kelarin lalu stop. Apapun jenis paylaternya itu pintu menuju sengsara. Percaya deh!,SamaPinjol
Wed May 29 13:13:47 +0000 2024,@convomfs bibit dan saran aku jangan pernah make pinjol,13iseveran
Wed May 29 04:35:43 +0000 2024,@convomfs bilang aja pinjol cuma butuh ktp ,galililih11
Wed May 29 03:45:17 +0000 2024,@convomfs Dih lu ngapain si nder suruh dia pinjol aje,Jekadest_7
